Timestamp,Gender,Faculty,Business Program,Bachelor  Academic Year in EU,H.S.C or Equivalent study medium,S.S.C (GPA),H.S.C (GPA),Did you ever attend a Coaching center?,Coaching center name,Benifits you received from the coaching center,1st Year Semester 1,1st Year Semester 2,1st Year Semester 3,2nd Year Semester 1,Regular/Irregular,Classes are mostly,Area of Evaluation [Department provides comprehensive guidelines to the students in advance by means of a brochure/handbook    ],Area of Evaluation [Department ensures a conducive learning environment],Area of Evaluation [Academic decisions are taken with fairness and transparency],Area of Evaluation [	Academic calendar is maintained properly],Area of Evaluation [Results are published timely in compliance with the ordinance],Area of Evaluation [Students’ opinion regarding academic and extra-academic matters are addressed properly],Area of Evaluation [Student feedback process is in practice],Area of Evaluation [Website is informative and updated properly],Area of Evaluation [Curriculum load is optimum and induces no pressure],Area of Evaluation [Courses in the curriculum from lower level to higher are properly arranged],Area of Evaluation [Teaching strategies are clearly stated in the curriculumsparency],Area of Evaluation [Assessment strategies are clearly stated in the curriculum ],Item [Teaching-learning is interactive and supportive ],Item [	Class size is optimum for interactive teaching learning],Item [	Modern devices are used to improve teaching-learning process],Item [Diverse methods are used to achieve learning objectives ],Item [Lesson plans/course outlines are provided in advance to the students ],Item [	All about assessment system are duly communicated to students on the commencement of the term/semester],Item [Assessment system meets the objectives of the course],Item [Diverse methods and tools are used for assessment.],Item [Assessment feedback is provided to the students immediately.],Item [The questions of examinations reflect the content of the course.],"Item [	Both formative (quizzes, assignments, term papers, continuous assessments, presentations etc.) and summative assessment (final examination only) strategies are followed.]",Item [Admission policy ensures entry of quality students.],Item [Admission procedure is quite fair],Item [Sincerity and commitment of the students exist to ensure desired progress and achievement.],Item [Overall classroom facilities are suitable for ensuring effective learning.],Item [Laboratories facilities are suitable for practical teaching-learning and research],Item [The library has adequate up-to-date reading and reference materials to meet the academic & research needs ],Item [Internet facilities with sufficient speed are available],Item [Adequate indoor and outdoor medical facilities are available],Item [Adequate indoor and outdoor game facilities are available],Item [Existing gymnasium facilities are good enough],Item [Adequate safety measures are available],Item [There is an arrangement to provide guidance and counseling. ],Item [Mentoring is done to take care of the students],Item [Scholarships/ grants available to students in case of hardship],Item [Students are encouraged to involve in co- curricular and extra-curricular activities],Item [Alumni are organized and supportive.],Item [Supporting staff are adequate and co-operative],Item [There are opportunities to get involve with community services],Item [The department has a research and development policy ],Item [Mechanism exists for engaging the students in research and development],"Item [Research findings in the form of theses, publications and monographs are properly used in current teaching-learning]",Item [The department has a community service policy ],Q1 [What was your expectation about the University as related to quality of education?],Q2 [What was your expectation about the University as related to quality of Faculty?],Q3 [What was your expectation about the University as related to quality of resources?],Q4 [What was your expectation about the University as related to quality of learning environment?],Q5 [To what extent your expectation was met?],Q6 [What are the best aspects of the program?],"Q7. In your opinion,the best aspect of the program is","Q8. In your opinion,the next best aspect of the program is",What aspects of the program could be improved?,Do you feel that the quality of education improved at EU over the last year?,Do you feel that the image of the University improved over the last year?
2016-02-24 17:27:00,Male,Business,BBA,2nd Year,Bangla Medium,4.31,4.6,Yes,Paragaon,It prepared me better for the exam,3.65,3.24,3.24,3.24,0.0,Lecture & Discussion,4.0,2.0,2.0,5.0,5.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,Faculty,Overall learning environment,Overall learning environment,No,No
2016-02-24 17:28:00,Male,Business,BBA,3rd Year,Bangla Medium,4.44,3.8,No,ucc,It prepared me better for the exam,1.78,2.24,2.64,2.8,0.0,Lecture & Discussion,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,Teaching/Learning,Faculty,Teaching/Learning,Yes,Yes
2016-02-24 17:28:00,Female,Business,BBA,2nd Year,Bangla Medium,4.7,4.5,Yes,Dhrubo Coching center,"It prepared me better for the exam, It improved my GPA Score, It increased my desire to learn",3.6,3.3,3.23,3.07,0.0,Lecture & Discussion,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,Faculty,Faculty,Other,Yes,Yes
2016-02-24 17:30:00,Female,Business,BBA,4th Year,English Medium,5.0,5.0,Yes,E. Hoque Coaching Centre,It prepared me better for the exam,4.0,3.88,3.8,3.81,0.0,Lecture & Discussion,4.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,Other,Overall learning environment,"Faculty, Resources, Teaching/Learning, Overall learning environment",No,No
2016-02-24 17:31:00,Female,Business,BBA,2nd Year,Bangla Medium,3.94,4.2,Yes,uthvas,It improved my GPA Score,3.08,2.5,2.16,2.25,0.0,Lecture & Discussion,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,Teaching/Learning,Faculty,Faculty,Yes,Yes
2016-02-24 17:32:00,Female,Business,BBA,2nd Year,Bangla Medium,3.56,4.5,Yes,UCC,"It prepared me better for the exam, It improved my understanding of subject matter",3.45,3.18,3.27,3.34,0.0,Lecture & Discussion,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,Faculty,Overall learning environment,Teaching/Learning,Yes,Yes
2016-02-24 17:36:00,Male,Business,BBA,2nd Year,Bangla Medium,3.69,3.8,Yes,ucc,"It prepared me better for the exam, It improved my GPA Score, It improved my understanding of subject matter",3.18,2.96,2.93,2.9,0.0,Lecture & Discussion,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,Faculty,Other,"Faculty, Resources, Teaching/Learning",Yes,Yes
2016-02-24 17:36:00,Female,Business,BBA,2nd Year,Bangla Medium,4.5,4.6,Yes,udvash,It prepared me better for the exam,4.0,3.88,3.8,3.81,0.0,Lecture & Discussion,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,Teaching/Learning,Teaching/Learning,Teaching/Learning,Yes,Yes
2016-02-24 17:39:00,Female,Business,BBA,3rd Year,Bangla Medium,4.25,4.7,No,ucc,It prepared me better for the exam,3.73,3.63,3.47,3.43,0.0,Lecture & Discussion,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,2.0,3.0,2.0,Faculty,Teaching/Learning,"Resources, Overall learning environment, Other",No,No
2016-02-24 17:45:00,Male,Business,BBA,2nd Year,Bangla Medium,4.19,3.8,Yes,UNIAID,It prepared me better for the exam,3.1,3.24,3.17,3.13,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,Teaching/Learning,Overall learning environment,Overall learning environment,Yes,Yes
2016-02-24 17:45:00,Male,Business,BBA,2nd Year,Bangla Medium,4.25,3.9,Yes,uuc,"It prepared me better for the exam, It improved my understanding of subject matter, It increased my desire to learn",3.33,3.65,3.6,3.57,0.0,Lecture & Discussion,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,Faculty,Resources,Resources,Yes,Yes
2016-02-24 17:45:00,Male,Business,BBA,2nd Year,Bangla Medium,4.13,4.0,Yes,ucc,It prepared me better for the exam,2.73,2.62,2.48,2.32,0.0,Lecture & Discussion,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,2.0,5.0,4.0,2.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,Faculty,Overall learning environment,Teaching/Learning,Yes,Yes
2016-02-24 17:47:00,Male,Business,BBA,2nd Year,Bangla Medium,3.88,3.2,No,ucc,It prepared me better for the exam,2.85,2.98,2.64,2.83,0.0,"Lecture,Discussion & Practical Lab",4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,4.0,2.0,5.0,Faculty,Teaching/Learning,Teaching/Learning,Yes,Yes
2016-02-24 17:48:00,Male,Business,BBA,2nd Year,Bangla Medium,3.75,4.7,No,ucc,It prepared me better for the exam,2.75,2.96,2.59,2.84,0.0,Lecture & Discussion,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,Teaching/Learning,Resources,Overall learning environment,Yes,Yes
2016-02-24 17:49:00,Female,Business,BBA,2nd Year,Bangla Medium,4.63,5.0,No,ucc,It prepared me better for the exam,3.45,3.43,3.39,3.43,0.0,"Lecture,Discussion & Practical Lab",4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,Teaching/Learning,Overall learning environment,Overall learning environment,Yes,Yes
2016-03-22 12:15:00,Male,Law,BBA,4th Year,Bangla Medium,3.94,4.9,No,ucc,It prepared me better for the exam,2.98,3.0,3.0,3.21,0.0,Lecture & Discussion,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,Teaching/Learning,Faculty,Overall learning environment,No,Yes
2016-03-22 12:33:00,Male,Law,BBA,4th Year,Bangla Medium,4.13,4.8,No,unidid coaching center uttra,"It prepared me better for the exam, It improved my GPA Score, It improved my understanding of subject matter, It increased my desire to learn",3.32,3.42,3.69,2.8,0.0,"Lecture,Discussion & Practical Lab",5.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,Other,Faculty,"Faculty, Resources, Overall learning environment",Yes,Yes
2016-03-22 12:18:00,Male,Law,BBA,2nd Year,Bangla Medium,5.0,5.0,Yes,PARAGON COACHING ,"It prepared me better for the exam, It improved my GPA Score, It improved my understanding of subject matter, It increased my desire to learn, It allow me to make good friends",3.7,3.8,3.5,2.8,0.0,Lecture & Discussion,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,Faculty,Faculty,Other,Yes,Yes
2016-03-22 12:18:00,Female,Law,BBA,4th Year,Bangla Medium,4.5,4.0,No,ucc,It prepared me better for the exam,3.4,3.0,3.06,3.0,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,Resources,Teaching/Learning,Other,Yes,Yes
2016-03-22 12:25:00,Male,Law,BBA,2nd Year,Bangla Medium,4.63,3.8,No,ucc,It prepared me better for the exam,3.32,3.27,3.33,2.8,0.0,Lecture based,5.0,5.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,Faculty,Faculty,"Resources, Overall learning environment",Yes,Yes
2016-03-22 12:29:00,Male,Law,BBA,1st Year,Bangla Medium,4.63,4.5,No,ucc,It prepared me better for the exam,3.72,3.64,3.0,2.8,0.0,Lecture & Discussion,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,Faculty,Teaching/Learning,Resources,Yes,Yes
2016-03-22 12:31:00,Female,Law,BBA,3rd Year,Bangla Medium,5.0,5.0,Yes,ucc,It improved my GPA Score,3.82,3.79,3.69,3.13,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,Faculty,Faculty,Teaching/Learning,Yes,Yes
2016-03-22 12:31:00,Male,Law,BBA,1st Year,Bangla Medium,4.69,4.8,No,ucc,It prepared me better for the exam,3.43,3.25,3.25,2.8,0.0,Lecture & Discussion,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,Teaching/Learning,Overall learning environment,Other,Yes,Yes
2016-03-22 12:32:00,Male,Law,BBA,3rd Year,Bangla Medium,4.75,3.4,No,ucc,It prepared me better for the exam,3.18,3.18,3.18,3.25,0.0,Lecture & Discussion,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,Teaching/Learning,Teaching/Learning,"Resources, Overall learning environment, Other",Yes,No
2016-03-22 12:32:00,Male,Law,BBA,1st Year,Bangla Medium,5.0,4.8,No,ucc,It prepared me better for the exam,3.53,3.73,3.0,2.8,0.0,Lecture & Discussion,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,5.0,4.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,5.0,5.0,4.0,3.0,5.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,Teaching/Learning,Overall learning environment,"Faculty, Resources, Overall learning environment",Yes,Yes
2016-03-22 12:36:00,Male,Law,BBA,1st Year,Bangla Medium,4.19,4.5,Yes,ucc,It improved my understanding of subject matter,3.33,2.98,3.0,2.8,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,Faculty,Overall learning environment,"Faculty, Resources, Teaching/Learning, Overall learning environment",Yes,Yes
2016-03-22 12:41:00,Male,Law,BBA,1st Year,Bangla Medium,4.38,3.7,No,ucc,It prepared me better for the exam,4.0,3.25,3.0,2.8,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,Faculty,Faculty,"Faculty, Resources, Teaching/Learning, Overall learning environment, Other",Yes,Yes
2016-03-22 12:41:00,Female,Law,BBA,3rd Year,Bangla Medium,4.25,4.7,Yes,saifur's coaching centre,It allow me to make good friends,3.7,3.88,3.8,3.81,0.0,Lecture & Discussion,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,Faculty,Overall learning environment,Teaching/Learning,No,Yes
2016-03-22 12:41:00,Female,Law,BBA,4th Year,Bangla Medium,4.69,5.0,Yes,touch stone ,It increased my desire to learn,4.0,3.88,3.8,3.81,0.0,Lecture & Discussion,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,Faculty,Faculty,Overall learning environment,No,Yes
2016-03-22 12:45:00,Female,Arts,BBA,2nd Year,Bangla Medium,4.63,4.2,Yes,sabbir coaching center,It prepared me better for the exam,3.43,3.59,3.5,3.48,0.0,Lecture & Discussion,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,Teaching/Learning,Overall learning environment,Other,Yes,Yes
2016-03-22 12:45:00,Male,Law,BBA,1st Year,Bangla Medium,4.88,3.9,Yes,focus ,It improved my GPA Score,2.73,2.52,3.0,2.8,0.0,Lecture based,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,Teaching/Learning,Resources,"Resources, Teaching/Learning",Yes,Yes
2016-03-22 12:45:00,Female,Arts,BBA,2nd Year,Bangla Medium,5.0,5.0,Yes,UCC,It increased my desire to learn,3.18,3.42,3.33,3.36,0.0,Lecture & Discussion,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,Teaching/Learning,Faculty,Faculty,Yes,Yes
2016-03-22 12:48:00,Female,Law,BBA,1st Year,Bangla Medium,4.5,4.3,Yes,potasa coaching,It improved my understanding of subject matter,2.96,2.93,3.0,2.8,0.0,Lecture & Discussion,4.0,2.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,Faculty,Teaching/Learning,Overall learning environment,Yes,Yes
2016-03-22 12:54:00,Male,Arts,BBA,2nd Year,English Medium,4.15,4.5,Yes,DLV,It allow me to make good friends,3.43,3.4,3.08,3.07,0.0,Lecture & Discussion,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,Teaching/Learning,Faculty,Faculty,Yes,Yes
2016-03-22 12:55:00,Female,Law,BBA,1st Year,Bangla Medium,4.31,3.7,Yes,retina medical coaching,It increased my desire to learn,3.0,3.0,3.0,2.8,0.0,Lecture & Discussion,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,Faculty,Teaching/Learning,Overall learning environment,Yes,Yes
2016-03-22 12:55:00,Female,Arts,BBA,2nd Year,Bangla Medium,4.63,4.0,Yes,E Hoq Coching center,It prepared me better for the exam,2.7,2.88,2.92,3.01,0.0,"Lecture,Discussion & Practical Lab",4.0,5.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,2.0,4.0,3.0,5.0,Faculty,Faculty,"Faculty, Teaching/Learning, Overall learning environment",Yes,No
2016-03-22 12:55:00,Male,Law,BBA,3rd Year,Bangla Medium,3.88,3.0,No,ucc,It prepared me better for the exam,2.68,2.32,2.17,2.22,0.0,Lecture & Discussion,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,Teaching/Learning,Teaching/Learning,Faculty,Yes,Yes
